id,claim,rating,image_url,permalink,publish_date
619,Charmin had introduced a Pumpkin Spice variety of toilet paper.,false,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/09/charmin-pumpkin.jpg?w=448 448w'],https://www.snopes.com/fact-check/pumpkin-spice-charmin/,2016-09-13T16:37:33+00:00
620,A black-and-white photograph shows children playing on  frighteningly dangerous (by modern standards)  playground equipment in a public park.,true,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/09/a16.jpg?resize=267'],https://www.snopes.com/fact-check/scary-playground/,2016-09-12T15:14:37+00:00
621,Drilling into the shell of an iPhone 7 will reveal the device's missing headphone jack.,false,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/09/iphone-7.jpg?w=1019 1019w'],https://www.snopes.com/fact-check/iphone-7-headphone-jack/,2016-09-12T14:17:57+00:00
622,"A woman who appeared in New York after Hillary Clinton left a 9/11 memorial service for medical reasons was body double Teresa Barnwell, not Clinton herself.",false,[],https://www.snopes.com/fact-check/hillary-barnwell-body-double/,2016-09-12T10:04:57+00:00
623,"A photograph taken by a responding police officer shows a couple passed out in their vehicle from a suspected heroin overdose, with their child in the back seat.",true,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/09/car_blurred-1-of-1.jpg?w=540 540w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/09/car_blurred-1-of-1-2.jpg?w=540 540w']",https://www.snopes.com/fact-check/heroin-od-with-child-in-car/,2016-09-09T13:57:10+00:00
624,Hillary Clinton wore a 'secret earpiece' at NBC's Commander-In-Chief forum.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/09/clinton-earpiece-large.jpg?w=778 778w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/09/clinton-proof.jpg?w=1200 1200w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/09/clinton-earpiece-youtube.jpg?w=1000 1000w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/09/proof-ear.jpg?w=1000 1000w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/09/gettyimages-501657394.jpg?w=810 810w']",https://www.snopes.com/fact-check/hillary-clinton-secret-earpiece/,2016-09-08T12:04:25+00:00
625,A photograph shows a large waterspout produced by Hurricane Hermine off the coast of North Carolina.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/09/hurricane-.jpg?w=413 413w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/09/waterspout_mole_640.jpg?w=640 640w']",https://www.snopes.com/fact-check/hurricane-hermine-waterspout-nc/,2016-09-06T22:27:27+00:00
626,"Image depicts a huge, inexplicably half-eaten shark found on a Florida beach.",mixture,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/09/half-eaten-shark-beach.jpg?w=596 596w'],https://www.snopes.com/fact-check/half-eaten-shark-washes-up-in-daytona/,2016-09-06T12:55:14+00:00
627,"A young couple was assaulted in Chicago, causing them to move back to Arizona after just one day in the city.",unproven,[],https://www.snopes.com/fact-check/teenage-arizona-couple-moves-out-of-chicago-after-just-one-day-because-of-assault/,2016-09-06T11:47:36+00:00
628,Video shows a woman being hit by a car after fleeing her home from a prank intruder.,false,[],https://www.snopes.com/fact-check/exhibit-b-5/,2016-09-05T11:12:46+00:00
629,CBS reporter Hannah Chanpong tweeted that Hillary Clinton was dropping out of the 2016 presidential race.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/09/hannah-chanpong.jpg?w=737 737w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/09/clinton-retweets.jpg?w=627 627w']",https://www.snopes.com/fact-check/clinton-to-drop-out-twitter/,2016-09-04T10:30:14+00:00
630,The Los Angeles Times stopped publishing work by cartoonist Dixon Diaz because he criticized Hillary Clinton.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/09/dixon.jpg?w=675 675w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/09/boombox.jpg?w=565 565w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/09/boondocks.jpg?w=649 649w']",https://www.snopes.com/fact-check/boombox-cartoon-pulled-from-newspaper-for-criticizing-clinton-obama/,2016-09-03T10:51:02+00:00
631,Photographs show thousands and thousands of unsold new cars deteriorating in storage lots until they are scrapped.,false,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/09/bristol.jpg?w=965 965w'],https://www.snopes.com/fact-check/unsold-cars/,2016-09-03T07:31:06+00:00
632,The former Florida representative and wrote an angry column about 49ers quarterback Colin Kaepernick on his personal blog.,true,[],https://www.snopes.com/fact-check/allen-west-colin-kaepernick/,2016-09-01T14:48:38+00:00
633,Photographs show a border fence between the countries of Mexico and Guatemala.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2015/08/border1.jpg?w=572 572w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2015/08/border2.jpg?w=526 526w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2015/08/separate.jpg?w=600 600w']",https://www.snopes.com/fact-check/mexico-guatemala-border/,2016-09-01T13:20:28+00:00
634,"A video depicts a Chinese vendor making ""synthetic cabbages"" for sale in American restaurants and supermarkets.",false,[],https://www.snopes.com/fact-check/chinese-synthetic-cabbages/,2016-09-01T12:21:15+00:00
635,A video shows a hawk snatching up a snake and dropping it amidst a family's barbecue.,false,[],https://www.snopes.com/fact-check/hawk-drops-snake-on-bbq/,2016-09-01T09:12:01+00:00
636,A video shows a Disney Princess in Tokyo with a dress that changes color at will.,false,[],https://www.snopes.com/fact-check/tokyo-disney-color-changing-dress/,2016-08-31T17:58:53+00:00
637,Hillary Clinton used a green screen to add fake audience members during her August 2016 speech in Nevada.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/clinton-green-screen.jpg?w=1672 1672w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/clinton-wall.jpg?w=838 838w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/green-blob.jpg?w=1000 1000w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/clinton-audience.jpg?w=640 640w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/clinton-audience-2.jpg?w=640 640w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/clinton-audience-3.jpg?w=640 640w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/clinton-audience-4.jpg?w=640 640w']",https://www.snopes.com/fact-check/hillary-clinton-used-green-screen-to-make-a-fake-crowd-in-nevada/,2016-08-31T16:55:35+00:00
638,Bill Maher and Michael Moore snuck onto Donald Trump's plane and stole his tax returns.,false,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/mmflint-maher.jpg?w=935 935w'],https://www.snopes.com/fact-check/bill-maher-and-michael-moore-snatched-donald-trumps-tax-returns/,2016-08-31T14:15:36+00:00
639,A photograph shows members of the U.S. government sitting during the recitation of the Pledge of Allegiance.,mixture,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/14079944_10157389103370646_4088637072681116043_n.jpg?w=381 381w'],https://www.snopes.com/fact-check/stand-pledge-of-allegiance-congress/,2016-08-31T12:40:36+00:00
640,A photograph shows a praying mantis after it killed a hummingbird.,true,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/facebook-hummingbird.jpg?w=355 355w'],https://www.snopes.com/fact-check/praying-mantis-attacking-hummingbird/,2016-08-30T15:24:11+00:00
641,A video shows a shark attacking a surfer.,false,[],https://www.snopes.com/fact-check/shark-attack-the-shallows-movie/,2016-08-30T12:42:26+00:00
642,A photograph shows three 'smiling' birds next to a 'smiling' sun.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/smiling-sun.jpg?w=720 720w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/smiling-birds1.jpg?w=342 342w']",https://www.snopes.com/fact-check/smile-sun-bird-photo/,2016-08-30T10:51:08+00:00
643,Photographs show 49ers quarterback Colin Kaepernick shortly after he converted to Islam.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/kaepernick-collage.jpg?w=1000 1000w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/kaepernick-collage-2.jpg?w=1000 1000w']",https://www.snopes.com/fact-check/colin-kaepernick-converts-to-islam/,2016-08-29T11:29:41+00:00
644,A rare 'marbled fuark' was captured on camera in Eastern Cambodia.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/wood-splitter-lee1.jpg?w=840 840w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/stag.jpg?w=1048 1048w']",https://www.snopes.com/fact-check/marbled-fuark/,2016-08-29T08:21:06+00:00
645,A photograph shows two motorcyclists on a beach protesting a 2016 burkini ban in France.,false,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/burkini-ban1.jpg?w=632 632w'],https://www.snopes.com/fact-check/motorcyclists-protest-burkini-ban/,2016-08-26T10:46:48+00:00
646,"While collegiate athletes were sentenced lightly for serious crimes, a homeless mother was sentenced to five years in prison for enrolling her son in a Connecticut school.",mixture,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/18__Explore_Talent_-_Acting_and_Modeling.jpg?w=696 696w'],https://www.snopes.com/fact-check/tanya-mcdowell-sentencing/,2016-08-24T14:57:38+00:00
647,A video depicts a young woman's struggling to open a can of Spaghetti-Os as a crowd watches and cheers her eventual hard-won victory.,false,[],https://www.snopes.com/fact-check/woman-struggles-to-open-can-of-spaghetti-os/,2016-08-24T10:49:55+00:00
648,A photograph of a 'My Daddy's Life Matters' sign included text explaining why its OK for police officers to shoot black men.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/daddys-life-matters.jpg?w=480 480w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/daddys-life-matter.jpg?w=480 480w']",https://www.snopes.com/fact-check/my-daddys-life-matters-sign/,2016-08-24T08:58:58+00:00
649,A video shows a real dragon that fell from the sky in Tibet.,false,[],https://www.snopes.com/fact-check/dragon-fell-tibet/,2016-08-22T14:56:47+00:00
650,"An Army memorandum announces martial law training and preparation to begin at Fort Carson, Colorado, in September 2016.",false,[],https://www.snopes.com/fact-check/army-memo-announces-martial-law/,2016-08-22T11:30:53+00:00
651,A video showing highly censored female athletes competing in the 2016 Olympics was broadcast by the Iranian Sports Channel.,false,[],https://www.snopes.com/fact-check/iran-censored-female-athletes/,2016-08-20T19:24:54+00:00
652,Video shows a humanoid creature of unknown species ambling through a Portuguese desert.,false,[],https://www.snopes.com/fact-check/creature-in-portugal-desert/,2016-08-20T10:50:40+00:00
653,A video shows a real farm that gets rainbow cheese from rainbow cows.,false,[],https://www.snopes.com/fact-check/rainbow-grilled-cheese-cow-video/,2016-08-19T09:31:13+00:00
654,"""Mutation Response Vehicle"" vehicles spotted near Longwood, Florida, are related to outbreaks of the Zika virus.",false,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/7__Joe_Amos_-_So_these_were_spotted_by_my_friend_driving_down___.jpg?w=497 497w'],https://www.snopes.com/fact-check/mutation-response-vehicle/,2016-08-17T11:34:28+00:00
655,A tote bag bears a slogan poking fun at people who fear Arabic writing.,true,[],https://www.snopes.com/fact-check/arabic-tote-bag/,2016-08-17T10:08:07+00:00
656,"A GIF shows a photographer's 'perfect timing,' setting off a camera's flash just as a gymnast performed a midair split.",true,[],https://www.snopes.com/fact-check/nadia-comaneci-perfect-timing/,2016-08-17T08:16:42+00:00
657,An image shows an advertisement for a real product called Johnson's Winking Glue.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/johnsons-winking-glue.jpg?w=730 730w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/johnsons-ultra-wave.jpg?w=848 848w']",https://www.snopes.com/fact-check/winking-glue/,2016-08-16T11:59:26+00:00
658,Retailer Forever 21 is selling rings and other jewelry that include swastikas.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/forever-21-swastika-rings.jpg?w=489 489w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/6__Someone_found_in_NYC__Can_not_believe_this____-_Dahlia__Nir__Dressler.jpg?w=353 353w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/9__I_was_recently_in_one_of_your_NYC_stores_and____-_Yiskah_Gila_Fantl.jpg?w=491 491w']",https://www.snopes.com/fact-check/forever-21-swastika-rings/,2016-08-15T07:16:00+00:00
659,A photograph shows Donald Trump's solid gold toilet.,false,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/trump-golden-toilet.jpg?w=649 649w'],https://www.snopes.com/fact-check/donald-trumps-golden-toilet/,2016-08-14T12:38:06+00:00
660,An image shows a magazine DIY tip from the 1950s instructing readers to burn zinc batteries in the fireplace in order to prevent soot formation and produce colorful flames is real.,true,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/1950s-battery-tips.jpg?w=364 364w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/popular-science.jpg?w=653 653w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/chimney-tips.jpg?w=371 371w']",https://www.snopes.com/fact-check/burn-zinc-batteries-fireplace/,2016-08-12T13:14:34+00:00
661,A video shows a plan  a plane crash-landing on a beach.,false,[],https://www.snopes.com/fact-check/plane-crash-beach-commercial/,2016-08-11T12:27:27+00:00
662,The Iowa State Fair logo is rendered as a silo and two hay bales that strongly resemble a penis.,false,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/fairlogo.jpg?w=630 630w'],https://www.snopes.com/fact-check/iowa-state-fair-logo/,2016-08-11T11:54:00+00:00
663,Hillary Clinton strategist Bob Beckel called for the assassination of Wikileaks founder Julian Assange.,mixture,[],https://www.snopes.com/fact-check/bob-beckel-julian-assange/,2016-08-11T09:50:33+00:00
664,"Camera phone video taken in a Mexican church shows a statue of Jesus Christ ""miraculously"" opening and closing its eyes.",false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/j1.jpg?w=963 963w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/j2.jpg?w=963 963w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/j3.jpg?w=963 963w']",https://www.snopes.com/fact-check/jesus-statue-miraculously-opens-eyes/,2016-08-10T18:59:54+00:00
665,Iran's Tasnim News Agency blurred a woman volleyball player out of a photograph because she was in a bikini.,false,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/Screen-Shot-2016-08-10-at-5.31.34-PM.png?resize=973'],https://www.snopes.com/fact-check/iran-blurs-photograph-showing-olympics-volleyball-player/,2016-08-10T17:43:54+00:00
666,Leaked medical records document that Hillary Clinton exhibits signs of dementia and serious illness.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/bardack-clinton-dementia.jpg?w=690 690w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/Hillary_Clinton_2015-07-28_Statement_of_Health_-_Lisa_Bardack.jpg?w=802 802w']",https://www.snopes.com/fact-check/hillary-clinton-medical-records-leaked/,2016-08-10T12:38:19+00:00
667,"A poster reading ""Superman is coming in Supergirl"" was an official promotion by the CW network.",false,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/Screen-Shot-2016-08-08-at-10.06.52-PM.png?resize=1024'],https://www.snopes.com/fact-check/superman-is-coming-in-supergirl-poster/,2016-08-09T10:19:37+00:00
668,Photographs show a boy having his arm crushed under a truck as a punishment for stealing bread.,false,[],https://www.snopes.com/fact-check/bread-and-media-circuses/,2016-08-08T19:00:02+00:00
669,Viral images show specimens of a plant with flowers in the shape of the female body.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/narilatha-2.jpg?w=573 573w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/narilatha-3.jpg?w=573 573w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/nari-lata-design.jpg?w=573 573w']",https://www.snopes.com/fact-check/narilatha-flower/,2016-08-08T16:52:40+00:00
670,An image shows that Hillary Clinton needs help walking up stairs is the 'latest evidence' that she is in poor health.,mixture,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/clinton-stair.jpg?w=553 553w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/drudge.jpg?w=621 621w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/clinton-stairs1.jpg?w=1000 1000w']",https://www.snopes.com/fact-check/hillary-clinton-slipping-on-stairs/,2016-08-08T12:04:52+00:00
671,The Cicret bracelet and app can project your smartphone onto your arm.,mixture,[],https://www.snopes.com/fact-check/do-you-want-to-know-a-cicret/,2016-08-07T09:55:54+00:00
672,"Photograph shows a rare, recently discovered trans-species of human-dog hybrid.",false,[],https://www.snopes.com/fact-check/the-young-family/,2016-08-06T09:13:24+00:00
673,A photograph depicts chairs left in a Polish forest after a 1939 wedding was canceled due to the start of World War II.,miscaptioned,[],https://www.snopes.com/fact-check/polish-wwii-chairs/,2016-08-05T12:24:35+00:00
674,"Black Lives Matter co-founder Kayla McKelvey defected on an ice rink because ""only white people ice skate.""",false,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/Black_Lives_Matter_leader_Poops_On_Ice_Skating_Arena__Hidden_Camera__So_Disgusting___.jpg?w=950 950w'],https://www.snopes.com/fact-check/black-lives-matter-co-founder-poops-on-ice-rink/,2016-08-03T09:42:59+00:00
675,Video clip shows a 'Russia's Got Talent' contestant accidentally shooting his partner in the head with an arrow.,false,[],https://www.snopes.com/fact-check/false-russias-got-talent/,2016-08-02T15:12:42+00:00
676,Ghazala Khan wore a hijab at the DNC as a political stunt and was depicted alongside President Obama without one in an earlier photograph.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/ghazala-khan-hijab.jpg?resize=1024', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/08/platon.jpg?w=833 833w']",https://www.snopes.com/fact-check/ghazala-khans-hijab-was-a-political-stunt/,2016-08-02T12:28:15+00:00
677,A screen shot from a World Cup match shows team country codes spelling out a racial pejorative.,false,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/espn-nig-ger.jpg?w=734 734w'],https://www.snopes.com/fact-check/niger-germany-world-cup/,2016-07-30T14:34:34+00:00
678,A photograph shows an orca leaping several feet out of the water.,true,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/orca-collage.jpg?w=480 480w'],https://www.snopes.com/fact-check/orca-jumping/,2016-07-29T09:03:43+00:00
679,"An image shows a vintage Budweiser beer ad bearing the tagline ""when you need to get her drunk.""",false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/budweiser-ad.jpg?w=400 400w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/where-theres-life.jpg?w=375 375w']",https://www.snopes.com/fact-check/budweiser-get-her-drunk/,2016-07-26T21:55:16+00:00
680,A video shows a suicide bomber exploding after falling off a skateboard.,false,[],https://www.snopes.com/fact-check/skateboarder-explodes/,2016-07-26T15:29:29+00:00
681,A woman who grabbed a baseball away from a child at an Astros game was identified as child psychologist Grennele Brashkowitz.,false,[],https://www.snopes.com/fact-check/baseball-stealing-woman-identified/,2016-07-24T11:24:54+00:00
682,A video shows a mysterious UFO over an airport in Turkey.,false,[],https://www.snopes.com/fact-check/mysterious-unidentified-flying-object-over-airport-in-turkey/,2016-07-22T13:07:08+00:00
683,A photograph shows Melania Trump wearing the 'pirate shirt' featured in a memorable episode of the TV sitcom 'Seinfeld.',false,[],https://www.snopes.com/fact-check/melania-trump-pirate-shirt/,2016-07-21T10:15:38+00:00
684,"An image depicts a Hillary Clinton supporter standing on an American flag while waving a ""Hillary for President 2016"" banner.",false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/latausha-nedd.jpg?w=411 411w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/hillary-supporter-stands-on-flag.jpg?w=732 732w']",https://www.snopes.com/fact-check/hillary-clinton-supporter-stands-on-american-flag/,2016-07-19T10:42:36+00:00
685,Donald Trump's tweet congratulating his wife Melania on her speech at the Republican Convention was identical to the message Barack Obama sent Michelle in 2012.,false,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/obama-trump-tweet.jpg?w=728 728w'],https://www.snopes.com/fact-check/trump-copies-tweet/,2016-07-19T07:17:54+00:00
686,"Disney/Pixar announced the upcoming release of 'Boo' (a sequel to 'Monsters, Inc.') in July 2020.",false,[],https://www.snopes.com/fact-check/disney-pixar-boo/,2016-07-18T15:59:47+00:00
687,Donald Trump and Mike Pence did not steal their campaign logo from a Nevada brothel.,false,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/southfork-ranch.jpg?w=595 595w'],https://www.snopes.com/fact-check/donald-trump-mike-pence-logo/,2016-07-18T13:32:23+00:00
688,The officer who shot and killed Alton Sterling was photographed at a KKK rally.,false,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/alton-sterling-kkk.jpg?w=569 569w'],https://www.snopes.com/fact-check/officer-who-shot-alton-sterling-was-at-kkk-rally/,2016-07-18T08:33:29+00:00
689,"Photograph shows Donald Trump with ""no wig or makeup.""",false,[],https://www.snopes.com/fact-check/donald-trump-no-wig-or-makeup/,2016-07-16T17:13:35+00:00
690,A photograph of a fatal motorcycle crash shows either an angel or the victim's ghost.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/13612237_1073673669354523_542119671180310106_n-1.jpg?w=960 960w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/sensor_clean_2_1.jpg?w=500 500w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/iphone_5_camera_dust-100046666-orig.jpg?w=498 498w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/ssUtA-1.jpg?w=600 600w']",https://www.snopes.com/fact-check/fatal-crash-spirit-photograph/,2016-07-14T13:51:20+00:00
691,Young prodigy Brandenn Bremmer achieved a number of successes before taking his own life at age14 so that he could donate his organs to others.,mixture,[],https://www.snopes.com/fact-check/brandenn-bremmer/,2016-07-14T10:35:27+00:00
692,A photograph shows actor Elijah Wood with his identical twin brother.,false,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/elijah-woods-2.jpg?w=1000 1000w'],https://www.snopes.com/fact-check/elijah-wood-twin-brother-photo/,2016-07-12T13:09:55+00:00
693,"Chick-fil-A distributed""Back the Blue"" shirts in the wake of July 2016 ""Black Lives Matter"" protests.",false,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/Chick-fil-A_Just_Dropped_A_BOMB_On_Black_Lives_Matter%E2%80%A6Police_Officers_Are_Pumped____EndingFed_News_Network.png?w=749 749w'],https://www.snopes.com/fact-check/chick-fil-a-just-dropped-a-bomb-on-black-lives-matter/,2016-07-12T10:41:30+00:00
694,Photograph shows eleven original staff members of Microsoft in 1978.,true,[],https://www.snopes.com/fact-check/would-you-have-invested/,2016-07-11T12:24:16+00:00
695,A photograph shows a sign in Australia indicating that Pokemon Go players are being targeted by police.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/pokemon-go1.jpg?w=624 624w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/signs.jpg?w=320 320w']",https://www.snopes.com/fact-check/australian-police-targeting-pokemon-go-players/,2016-07-11T12:13:56+00:00
696,A photograph shows Albert Einstein riding a bike while an atomic explosion takes place in the background.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/einstein-bicycle.jpg?w=448 448w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/Small_Boy_nuclear_test_1962.jpg?w=800 800w']",https://www.snopes.com/fact-check/einstein-bicycle/,2016-07-09T15:13:41+00:00
697,'The Simpsons' animated television series predicted the advent of the Pokemon Go game.,false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/simpsons-pokemon-go.jpg?w=613 613w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/simpsons-prediction.jpg?w=700 700w']",https://www.snopes.com/fact-check/simpsons-pokemon-go-prediction/,2016-07-09T08:06:43+00:00
698,"A video shows a ""Stairway to Heaven"" fireworks display.",true,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/sky-ladder.jpg?w=491 491w'],https://www.snopes.com/fact-check/stairway-heaven-fireworks-display/,2016-07-07T15:42:20+00:00
699,A photograph shows Alton Sterling and two children holding guns.,unproven,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/parental-guidance-photo.jpg?w=600 600w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/parental-guidance.jpg?w=600 600w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/alton-sterling-collage.jpg?w=650 650w']",https://www.snopes.com/fact-check/alton-sterling-photograph-myspace/,2016-07-07T15:25:27+00:00
700,A video shows a man angrily renouncing his faith on Egyptian national television.,false,[],https://www.snopes.com/fact-check/arab-guy-renouncing-faith-television/,2016-07-05T16:23:56+00:00
701,A photograph depicts last surviving veteran of a WWII battle group marching alone and crying in a Memorial Day parade.,mixture,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/last-veteran-of-his-wwii-battle-group-marching-alone-in-memorial-day-parade.png?w=910 910w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/last-surviving-veteran-WWII-crying.png?w=488 488w']",https://www.snopes.com/fact-check/last-surviving-wwii-veteran-marches-alone-in-memorial-day-parade/,2016-07-05T08:40:15+00:00
702,"A photograph shows a 'Welcome Sign' outside of Mingo Country warning visitors that its citizens were armed and would ""kill you back.""",false,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/263823_475411022516169_1070314570_n.jpg?w=480 480w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/flickr-west-virginia.jpg?w=768 768w']",https://www.snopes.com/fact-check/welcome-mingo-county/,2016-07-04T15:53:45+00:00
703,An image depicts an overenthusiastic Pride attendee injured in an attempt to sexually stimulate himself with a fire hydrant.,miscaptioned,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/hydranttweet.jpg?w=600 600w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/07/KKK_Leader_Arrested_for_stabbing_protestor_with_U_S__Flag_is_Trump_Supporter_-_Nate_Thayer_-_Journalist.png?w=678 678w']",https://www.snopes.com/fact-check/pride-parade-fire-hydrant/,2016-07-01T11:38:26+00:00
704,A photograph shows the skeletal remains of the Loch Ness Monster.,false,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/06/loch-ness-monster-dead.jpg?w=540 540w'],https://www.snopes.com/fact-check/loch-ness-monster-carcass/,2016-06-30T11:07:38+00:00
705,A photograph shows a female Muslim TSA agent patting down a nun at an airport.,mostly true,['https://us-east-1.tchyn.io/snopes-production/uploads/2016/06/1418632004_db82f4d635_o.jpg?w=600 600w'],https://www.snopes.com/fact-check/muslim-tsa-agent-screens-nun/,2016-06-29T13:26:28+00:00
706,"A photograph depicts an unkempt Hillary Clinton, and she has demanded that it be scrubbed from the internet.",mixture,"['https://us-east-1.tchyn.io/snopes-production/uploads/2016/06/US_Secretary_of_State_Hillary_Clinton_wa_Pictures___Getty_Images.png?w=458 458w', 'https://us-east-1.tchyn.io/snopes-production/uploads/2016/06/hillary-clinton-nick-nolte.jpg?w=392 392w']",https://www.snopes.com/fact-check/hillary-clinton-demanded-this-photo-be-removed/,2016-06-29T10:36:14+00:00
707,UN vehicles have been quietly positioned for action in Virginia and Kentucky as a preemptive response to imminent economic collapse.,false,[],https://www.snopes.com/fact-check/un-vehicles-in-southern-states/,2016-06-27T12:35:34+00:00
708,"A video shows a group of 'radical' Muslims rallying around a painting of Jesus' decapitated head in Dearborn, Michigan.",false,[],https://www.snopes.com/fact-check/muslims-rally-around-image-jesus-decapitated-head/,2016-06-25T09:50:05+00:00
